DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,StdevTamParagrafos,FrequenciaDeParagrafos,FrequenciaPalavrasDuplicadas,MediaSilabasPorPalavra,Monossilabas,Ponto,Virgulas,Exclamacoes,DoisPontos,Citacoes,QuebrasDeLinha,Digitos,Adjetivos,Adverbios,Artigos,Substantivos,Preposicoes,Verbos,VerbosPtcp,Conjuncoes,Pronomes,PronomesPorPreposicao,TermosNaoTageados,PalavrasDeConteudo,PalavrasFuncionais,FrasesNominais,FrasesVerbais,GenMasc,GenFem,SemGenero,Singular,Plural,PrimeiraPessoa,TerceiraPessoa,Passado,Presente,Futuro,TotalEntidadesNomeadas,EntAbstracao,EntAcontecimento,EntCoisa,EntLocal,EntOrganizacao,EntObra,EntOutro,EntPessoa,EntTempo,EntValor,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,HonoresH,PalavrasErroOrtografico,HapaxLegomenaLocal,PalavrasComunsTam2,PalavrasComunsTam3,PalavrasComunsTam4,StopWords,BRFleshIndex,OperadoresLogicos,PalavrasCapitalizadas,Subject,Global hapax,top 1-gram,top 3-gram,top 4-gram,top 5-gram,Author
51.1327,6.6433,54.5,50.3612,545.0,0.0,0.0016181229773462786,0.0744,2.216828478964401,0.0906148867313916,1.2944983818770226,5.17799352750809,0.32362459546925565,1.132686084142395,0.0,0.0,0.05825242718446603,0.05987055016181229,0.017799352750809058,0.07928802588996764,0.2087378640776699,0.10841423948220064,0.011326860841423949,0.07281553398058252,0.05339805825242718,0.043689320388349516,0.4029850746268657,0.10841423948220064,0.4627831715210356,0.24110032362459544,0.0129,0.0971,0.2702265372168285,0.2977346278317152,0.0032362459546925572,0.4789644012944984,0.1553398058252427,0.0032362459546925572,0.061488673139158574,0.0032362459546925572,0.051779935275080916,0.0032362459546925572,0.0809,0.06,0.06,0.02,0.16,0.04,0.0,0.1,0.04,0.28,0.24,12.7114,0.8956,316.0,2.5846,88.8308,0.1061,0.7468,0.08414239482200647,0.3819,0.0064724919093851144,0.008090614886731391,0.009708737864077669,0.3722,436.3491262135923,0.04854368932038835,0.0,ASSUNTOS VARIADOS,0.013552479815455595,0.04566666666666667,0.0,0.0,0.0,FOIRA
47.6043,6.2143,33.3529,20.4995,567.0,0.0,0.0015455950540958269,0.0896,2.1313755795981453,0.0973724884080371,2.4729520865533234,4.945904173106647,0.1545595054095827,0.6182380216383307,0.0,0.0,0.07882534775888718,0.04945904173106646,0.02472952086553323,0.06646058732612056,0.2179289026275116,0.1205564142194745,0.015455950540958269,0.07109737248840804,0.05100463678516229,0.05255023183925812,0.43589743589743607,0.06646058732612056,0.508500772797527,0.2380216383307573,0.0093,0.0896,0.2287480680061824,0.3137557959814529,0.0046367851622874795,0.4884080370942813,0.13292117465224113,0.0061823802163833074,0.07418856259659969,0.017001545595054096,0.05255023183925812,0.0015455950540958269,0.0726,0.0425531914893617,0.0851063829787234,0.02127659574468085,0.0851063829787234,0.0425531914893617,0.02127659574468085,0.14893617021276595,0.1276595744680851,0.2978723404255319,0.1276595744680851,12.1087,0.8853,308.0,2.5649,81.4235,0.1108,0.7240000000000001,0.0695517774343122,0.3447,0.021638330757341576,0.030911901081916538,0.030911901081916538,0.3725,429.11015455950536,0.037094281298299836,0.0,ASSUNTOS VARIADOS,0.008371824480369515,0.04833333333333333,0.0,0.0,0.0,FOIRA
50.0,6.3963,23.6667,14.9434,568.0,0.0,0.0015151515151515152,0.0773,2.1,0.08333333333333333,3.484848484848485,6.212121212121213,0.0,0.4545454545454545,0.0,0.0,0.045454545454545456,0.045454545454545456,0.021212121212121213,0.08333333333333333,0.17272727272727273,0.08636363636363636,0.006060606060606061,0.11666666666666667,0.07727272727272727,0.0696969696969697,0.8070175438596492,0.10303030303030304,0.4287878787878788,0.2469696969696969,0.0091,0.1424,0.2833333333333333,0.2287878787878788,0.006060606060606061,0.4757575757575758,0.14393939393939395,0.01818181818181818,0.1,0.007575757575757577,0.08484848484848485,0.0,0.0939,0.06451612903225806,0.0967741935483871,0.03225806451612903,0.1774193548387097,0.06451612903225806,0.04838709677419355,0.1129032258064516,0.016129032258064516,0.25806451612903225,0.12903225806451613,12.8452,0.8932,330.0,2.5922,87.728,0.1068,0.7515,0.08484848484848485,0.3758,0.0015151515151515152,0.004545454545454545,0.015151515151515154,0.3576,426.4488636363636,0.05909090909090909,0.0,ASSUNTOS VARIADOS,0.0163558106169297,0.05,0.0,0.0,0.0,FOIRA
49.345,6.1213,17.0882,15.6174,581.0,0.0,0.001455604075691412,0.064,2.027656477438137,0.08733624454148471,3.63901018922853,4.075691411935954,0.8733624454148472,1.7467248908296944,0.0,0.0,0.06841339155749636,0.045123726346433767,0.027656477438136828,0.09315866084425037,0.1717612809315866,0.07132459970887918,0.010189228529839884,0.10480349344978164,0.06259097525473073,0.0480349344978166,0.6734693877551021,0.09461426491994178,0.4556040756914119,0.22707423580786024,0.0102,0.1063,0.3085880640465793,0.1892285298398836,0.002911208151382824,0.5225618631732168,0.08296943231441048,0.013100436681222708,0.10189228529839883,0.02183406113537117,0.050946142649199416,0.001455604075691412,0.0888,0.11475409836065575,0.06557377049180327,0.032786885245901634,0.032786885245901634,0.06557377049180327,0.04918032786885247,0.09836065573770493,0.09836065573770493,0.2786885245901639,0.16393442622950818,12.9337,0.8919,339.0,2.5971,87.1568,0.1071,0.7729,0.07569141193595343,0.3814,0.004366812227074236,0.005822416302765648,0.010189228529839884,0.361,420.32598253275114,0.046579330422125184,0.0,ASSUNTOS VARIADOS,0.015873015873015872,0.047,0.0,0.0,0.0,FOIRA
50.0,5.8161,20.3793,16.8388,590.0,0.0,0.0014326647564469914,0.0716,1.9398280802292265,0.09169054441260743,3.2951289398280803,6.303724928366762,1.002865329512894,0.4297994269340974,0.0,0.0,0.025787965616045846,0.024355300859598854,0.02722063037249284,0.06446991404011461,0.19340974212034384,0.09742120343839544,0.008595988538681949,0.08739255014326648,0.04727793696275072,0.06017191977077364,0.6176470588235294,0.10315186246418337,0.4656160458452722,0.20916905444126074,0.01,0.1146,0.2464183381088825,0.28653295128939826,0.004297994269340974,0.4856733524355301,0.1346704871060172,0.03868194842406877,0.05444126074498568,0.03151862464183381,0.0329512893982808,0.0028653295128939827,0.106,0.0945945945945946,0.040540540540540536,0.027027027027027032,0.13513513513513514,0.027027027027027032,0.013513513513513514,0.10810810810810813,0.027027027027027032,0.40540540540540543,0.12162162162162166,13.2098,0.8941,349.0,2.6072,89.2474,0.1059,0.7564,0.08452722063037249,0.3782,0.005730659025787965,0.011461318051575931,0.02148997134670487,0.3567,412.9008309455587,0.03724928366762178,0.0,ASSUNTOS VARIADOS,0.0169735327963176,0.04633333333333333,0.0,0.0,0.0,FOIRA
46.015,6.2434,26.5455,20.0652,584.0,0.0,0.001503759398496241,0.0632,2.081203007518797,0.07669172932330827,3.007518796992481,6.917293233082707,0.15037593984962405,0.3007518796992481,0.0,0.0,0.042105263157894736,0.06917293233082708,0.02556390977443609,0.09022556390977443,0.20451127819548875,0.08571428571428573,0.013533834586466164,0.11428571428571427,0.06165413533834585,0.06165413533834585,0.7192982456140351,0.05864661654135338,0.4932330827067669,0.237593984962406,0.0271,0.1414,0.318796992481203,0.2436090225563909,0.006015037593984964,0.5518796992481203,0.10075187969924812,0.015037593984962403,0.07969924812030076,0.009022556390977444,0.03759398496240601,0.0,0.1023,0.04411764705882353,0.16176470588235295,0.014705882352941175,0.2647058823529412,0.029411764705882363,0.04411764705882353,0.04411764705882353,0.029411764705882363,0.25,0.1176470588235294,11.8662,0.8806,306.0,2.5571,78.5232,0.1128,0.7582,0.07368421052631577,0.3489,0.0075187969924812035,0.016541353383458645,0.022556390977443608,0.3714,424.8635639097745,0.042105263157894736,0.0,ASSUNTOS VARIADOS,0.010089362928797923,0.04833333333333333,0.0,0.0,0.0,FOIRA
49.4083,6.3825,17.2424,13.7268,569.0,0.0,0.0014792899408284025,0.0533,2.016272189349112,0.09763313609467457,3.2544378698224854,4.881656804733729,1.183431952662722,0.591715976331361,0.0,0.0,0.03994082840236687,0.03254437869822485,0.04585798816568047,0.08875739644970414,0.1863905325443787,0.10207100591715976,0.013313609467455622,0.09023668639053256,0.0576923076923077,0.04585798816568047,0.4492753623188406,0.10798816568047337,0.4201183431952663,0.2485207100591716,0.0059,0.1435,0.3121301775147929,0.17011834319526628,0.002958579881656805,0.4733727810650887,0.09467455621301776,0.026627218934911243,0.0650887573964497,0.02958579881656805,0.04585798816568047,0.002958579881656805,0.0947,0.078125,0.09375,0.0625,0.15625,0.046875,0.015625,0.0625,0.046875,0.328125,0.109375,12.8462,0.8918,334.0,2.5933,86.8843,0.1073,0.7754,0.07396449704142012,0.3831,0.007396449704142011,0.01183431952662722,0.017751479289940832,0.3846,419.3695857988165,0.05325443786982249,0.0,ASSUNTOS VARIADOS,0.017236426314277506,0.043333333333333335,0.0,0.0,0.0,FOIRA
48.5294,6.3079,27.4286,22.2316,575.0,0.0,0.0014705882352941176,0.0544,1.988235294117647,0.09264705882352944,2.2058823529411766,7.647058823529411,0.5882352941176471,0.7352941176470589,0.0,0.0,0.017647058823529408,0.033823529411764704,0.052941176470588235,0.07794117647058824,0.15294117647058825,0.08676470588235294,0.004411764705882353,0.12058823529411765,0.07647058823529412,0.075,0.8644067796610171,0.11470588235294114,0.4088235294117647,0.2411764705882353,0.0044,0.1647,0.3073529411764706,0.1514705882352941,0.008823529411764706,0.4808823529411765,0.08529411764705883,0.004411764705882353,0.14558823529411766,0.01911764705882353,0.06323529411764706,0.0,0.0926,0.14285714285714285,0.09523809523809523,0.031746031746031744,0.06349206349206349,0.06349206349206349,0.015873015873015872,0.047619047619047616,0.06349206349206349,0.3015873015873016,0.1746031746031746,12.6549,0.8891,330.0,2.5869,84.8809,0.1085,0.7697,0.08823529411764706,0.3735,0.017647058823529408,0.029411764705882363,0.029411764705882363,0.3971,417.005375,0.08235294117647059,0.0,ASSUNTOS VARIADOS,0.017336030049118753,0.044000000000000004,0.0,0.0,0.0,FOIRA
47.0238,6.3599,26.3636,19.6412,580.0,0.0,0.001488095238095238,0.0789,2.0580357142857144,0.08333333333333333,2.5297619047619047,5.803571428571429,0.44642857142857145,0.2976190476190476,0.0,0.0,0.11011904761904764,0.052083333333333336,0.017857142857142856,0.07886904761904763,0.19047619047619047,0.1324404761904762,0.01636904761904762,0.06547619047619048,0.03720238095238095,0.03869047619047618,0.2921348314606741,0.09226190476190477,0.4583333333333333,0.2485119047619048,0.0104,0.0967,0.2916666666666667,0.23660714285714285,0.008928571428571428,0.4717261904761905,0.12648809523809526,0.01636904761904762,0.05357142857142857,0.019345238095238096,0.014880952380952382,0.0,0.0893,0.1,0.06666666666666668,0.0,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.16666666666666666,0.016666666666666666,0.4166666666666667,0.1,12.19,0.8841,316.0,2.5697,81.0406,0.1111,0.7373,0.06994047619047619,0.3467,0.007440476190476191,0.017857142857142856,0.019345238095238096,0.3631,422.9131026785714,0.02232142857142857,0.0,ASSUNTOS VARIADOS,0.015687393040502,0.052333333333333336,0.0,0.0,0.0,FOIRA
51.1416,6.3772,22.4,16.5409,559.0,0.0,0.0015220700152207,0.0654,2.0791476407914766,0.0882800608828006,3.1963470319634704,8.37138508371385,0.60882800608828,0.7610350076103499,0.0,0.0,0.0426179604261796,0.045662100456621,0.0365296803652968,0.0943683409436834,0.1719939117199391,0.0943683409436834,0.0106544901065449,0.0898021308980213,0.0502283105022831,0.0517503805175038,0.5483870967741935,0.1019786910197869,0.44140030441400296,0.2389649923896499,0.0122,0.1248,0.2633181126331811,0.2389649923896499,0.0030441400304414,0.4733637747336377,0.1080669710806697,0.0121765601217656,0.0745814307458143,0.0228310502283105,0.0471841704718417,0.0,0.0989,0.09230769230769233,0.12307692307692307,0.015384615384615384,0.07692307692307693,0.061538461538461535,0.030769230769230767,0.13846153846153847,0.04615384615384616,0.2923076923076923,0.12307692307692307,13.1086,0.8966,336.0,2.6011,90.5541,0.1051,0.7798,0.0745814307458143,0.3988,0.0121765601217656,0.0213089802130898,0.030441400304414,0.3546,424.6891780821919,0.0289193302891933,0.0,ASSUNTOS VARIADOS,0.01097948569777521,0.043333333333333335,0.0,0.0,0.0,FOIRA
49.0741,6.269,18.3448,12.390999999999998,530.0,0.0,0.0015432098765432098,0.0756,2.0370370370370368,0.08641975308641975,3.7037037037037037,7.098765432098768,0.0,1.6975308641975309,0.0,0.0,0.04629629629629629,0.0308641975308642,0.027777777777777776,0.08024691358024691,0.1558641975308642,0.08179012345679013,0.012345679012345678,0.10185185185185183,0.047839506172839504,0.06790123456790123,0.8301886792452831,0.10802469135802467,0.4305555555555556,0.20987654320987653,0.0031,0.1343,0.25,0.2345679012345679,0.010802469135802469,0.4305555555555556,0.16049382716049382,0.023148148148148147,0.0941358024691358,0.027777777777777776,0.060185185185185175,0.0,0.0895,0.06896551724137931,0.1206896551724138,0.05172413793103448,0.206896551724138,0.0,0.0,0.08620689655172414,0.05172413793103448,0.27586206896551724,0.13793103448275862,12.4922,0.89,318.0,2.5789,84.9422,0.1085,0.7516,0.07716049382716049,0.3688,0.013888888888888888,0.021604938271604937,0.0308641975308642,0.3256,421.1182098765432,0.032407407407407406,0.0,ASSUNTOS VARIADOS,0.016809200825715128,0.035666666666666666,0.0,0.0,0.0,FOIRA
47.9876,6.3786,42.7692,41.0162,556.0,0.0,0.0015479876160990713,0.0898,2.126934984520124,0.0913312693498452,1.7027863777089782,5.108359133126935,0.4643962848297213,0.7739938080495357,0.0,0.0,0.11455108359133127,0.03869969040247678,0.021671826625387004,0.08204334365325078,0.20278637770897834,0.1176470588235294,0.009287925696594429,0.07894736842105263,0.05263157894736842,0.05263157894736842,0.4473684210526316,0.10990712074303406,0.4365325077399381,0.25232198142414863,0.0093,0.1207,0.30959752321981426,0.21981424148606807,0.004643962848297214,0.4798761609907121,0.1238390092879257,0.004643962848297214,0.07894736842105263,0.015479876160990712,0.047987616099071206,0.0,0.0867,0.017857142857142856,0.14285714285714285,0.0,0.125,0.07142857142857142,0.03571428571428571,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.17857142857142858,12.1968,0.8865,310.0,2.5681,82.2735,0.1102,0.7226,0.07275541795665634,0.3467,0.02476780185758514,0.030959752321981424,0.030959752321981424,0.339,428.73913312693503,0.04489164086687306,0.0,ASSUNTOS VARIADOS,0.01495112133410006,0.04133333333333333,0.0,0.0,0.0,FOIRA
