DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,Ponto,Virgulas,PontoEVirgula,Exclamacoes,DoisPontos,Travessao,E,Mas,Porem,Se,Isto,Mais,Precisa,Pode,Esse,Muito,FreqAdjetivos,FreqAdv,FreqArt,FreqSubs,FreqPrep,FreqVerbos,FreqConj,FreqPronomes,FreqTermosNaoTageados,FreqPalavrasErradas,FreqVogais,FreqLetrasA,FreqLetrasE,FreqLetrasI,FreqLetrasO,FreqLetrasU,FrequenciaConsoantes,FrequenciaDeHapaxLegomenaLocal,FrequenciaDeBigrams,FrequenciaDeTrigrams,FrequenciaDeQuadrigrams,TamanhoMaisFrequenteDePalavras,TamanhoMaiorPalavra,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,MedidaLN,HonoresH,Classe(Autor)
0.10327664137802417,0.014959002759415084,0.06915601005941224,0.03391910761980662,0.10373400343361236,0.006491674229951563,0.012393196257180258,0.001180304405445739,0.0005901522027228693,0.0,0.0,0.005901522027228694,0.001180304405445739,0.0,0.0029507610136143476,0.0,0.0,0.0,0.0,0.0,0.0,5.3113698245058254e-05,0.00010622739649011651,0.00027147001325251996,0.0003776974097426364,0.00019475022689854693,0.00031278066744312076,0.00022425783703469037,0.00015934109473517475,0.00042490958596046603,8.85228304084304e-05,0.005028096767198848,0.0014104637645076577,0.0014871835508616308,0.0006196598128590128,0.0009501450463838199,0.000560644592586726,0.005759885498575204,0.0006078579491089609,8.85228304084304e-05,0.00011803044054457388,0.00011803044054457388,0.004662202401510668,0.03496651801133001,0.020525835603902875,0.0020136984612604877,0.4079427101321835,0.005587486401126483,0.1476721373922414,0.00029287955486290016,-0.00027024456220356587,0.0013720162337285669,'DJE'
0.10481089557363195,0.013440756231245047,0.06458995792022727,0.033458792833928844,0.1937698936685483,0.005581644804572187,0.009922924097017222,0.0,0.0,0.0,0.001860548268190729,0.0012403655121271525,0.0006201827560635763,0.0,0.0012403655121271525,0.0,0.0,0.0,0.0006201827560635763,0.0012403655121271525,0.0,4.9614620485086105e-05,4.3412792924450346e-05,0.00016124751657652984,0.00017365117169780136,0.0002294676197435232,0.00022326579218288746,0.0001178347236520795,0.00013023837877335098,0.000651191893866755,0.0002790822402286093,0.004471517671218386,0.0009240723065347287,0.0013209892704154175,0.0008000357553220135,0.0010543106853080797,0.0003721096536381458,0.005128911392645776,0.0007256218249519376,2.4807310242543052e-05,4.9614620485086105e-05,6.822010316699339e-05,0.00398157329392816,0.03384337299838936,0.0187784135733522,0.0017694908032875529,0.33644294333692953,0.004818519908178329,0.14912224282695433,0.0002300154891902298,-0.000239093476300386,0.0013782415035597023,'AJ'
0.21871621489553392,0.014022223946942315,0.06775448329668622,0.016261075991204695,0.13550896659337244,0.009509401164447187,0.02377350291111797,0.0,0.0,0.0,0.0,0.004754700582223595,0.0,0.0,0.004754700582223595,0.0,0.0,0.0,0.0,0.0,0.0,0.00033282904075565166,0.0,9.50940116444719e-05,0.00033282904075565166,9.50940116444719e-05,0.0002852820349334157,0.0002852820349334157,0.00023773502911117973,0.0007132050873335392,0.0005230170640445954,0.005420358663734898,0.0014739571804893144,0.001711692209600494,0.0008082990989780111,0.0008082990989780111,0.0006181110756890674,0.006086016745246201,0.0018543318006570273,0.0,0.0,0.0,0.002710179331867449,0.02981197265054194,0.01651271614216859,0.0025664585218985185,0.12466824926590266,0.005883880634864188,0.2980892369879359,0.0002584155992935613,-0.000464416330308806,0.002297771342937179,'SDJME'
0.1235617988353049,0.016031503236446303,0.0478860213395069,0.018879665557984093,0.0957720426790138,0.010879654312773396,0.015542363303961994,0.0,0.0,0.005439827156386697,0.0,0.006216945321584798,0.0,0.0007771181651980999,0.0031084726607923997,0.0,0.0015542363303961994,0.0,0.0,0.0,0.0,9.325417982377196e-05,0.00012433890643169594,0.0002797625394713159,0.0004584997174668788,0.00018650835964754392,0.00029530490277527796,0.0002175930862554679,0.00010102536147575295,0.0004196438092069738,0.00011656772477971496,0.005105666345351515,0.0012900161542288456,0.0013211008808367694,0.0008470588000659287,0.0011967619744050735,0.0004507285358148979,0.005447598338038678,0.0009014604909497226,7.771181651980996e-06,7.771181651980996e-06,7.771181651980996e-06,0.00491138680405199,0.036835401030389923,0.02196482684975141,0.0021626555083622333,0.39045525092213323,0.00588067354676567,0.1708822739843252,0.0002943885250348763,-0.0002957145994719703,0.001791575678382085,'JC'
0.09800841898798156,0.012724336671922474,0.05000790715411195,0.02680899372539724,0.1071597904083184,0.00617700087489459,0.008236001166526122,0.002470800349957836,0.0,0.0008236001166526121,0.0,0.00617700087489459,0.0016472002333052242,0.0,0.0012354001749789183,0.0,0.00041180005832630606,0.0,0.0008236001166526121,0.0,0.0,6.177000874894592e-05,9.471401341505038e-05,0.00014824802099747017,0.0003212040454945187,0.0001811920256635747,0.0002182540309129422,0.00016472002333052242,0.00013177601866441792,0.00034591204899409706,8.647801224852429e-05,0.0040356405715977995,0.0010459721481488173,0.0012971701837278641,0.0007041780997379834,0.0007247681026542987,0.00026355203732883584,0.004743936671919045,0.0006918214624678209,2.882600408284142e-05,4.5298006415893674e-05,5.765200816568284e-05,0.0037226725272698066,0.029781380218158453,0.020836877710162016,0.0016660634762169656,0.44299803074510696,0.004678710672360602,0.15648343312519286,0.00020299733291202253,-0.00021101969220828899,0.0013138800417746056,'SDFI'
0.15793287495258873,0.012955256400939945,0.06102350739391963,0.03219618500124102,0.24409402957567852,0.007799154231989088,0.011698731347983635,0.0,0.0,0.0,0.0,0.005849365673991818,0.0,0.0,0.0019497885579972721,0.0,0.0,0.0,0.0019497885579972721,0.0,0.0,7.799154231989088e-05,3.899577115994545e-05,0.00019497885579972723,0.00046794925391934535,0.0002144767413797,0.0003119661692795635,0.0002144767413797,0.00015598308463978176,0.0003704598260194818,5.849365673991817e-05,0.004796479852673289,0.0013843498761780633,0.0014233456473380088,0.0006629281097190726,0.000994392164578609,0.0003314640548595363,0.005381416420072472,0.0012673727015987287,0.0,0.0,0.0,0.004562505225713617,0.025093778741424894,0.01708304612874757,0.0021050942860920056,0.1847814616414015,0.0052017122078360945,0.2029717137257991,0.00024185840201507885,-0.0003319906927490513,0.0018306367842392032,'BMM'
0.11329540700417741,0.013036999567403026,0.04768699446910968,0.017851657615533787,0.23843497234554842,0.007978549828357457,0.007978549828357457,0.0007978549828357457,0.0,0.00718069484552171,0.0,0.0023935649485072367,0.0,0.0,0.0007978549828357457,0.0,0.00558498487985022,0.0,0.0,0.0,0.0007978549828357457,7.18069484552171e-05,0.00013563534708207673,0.00019148519588057898,0.0003111634433059408,0.00023137794502236622,0.00027924924399251095,0.00012765679725371929,0.00013563534708207673,0.0004148845910745877,9.574259794028946e-05,0.004340331106626456,0.001172846824768546,0.0012127395739103335,0.0006861552852387414,0.000805833532664103,0.00046275589004473244,0.005074357690835343,0.0008297745277775605,3.191419931342982e-05,7.18069484552171e-05,0.00010372114776864692,0.004164803010402592,0.03956562859882463,0.018303434622087212,0.0018546076045473263,0.29570101373858404,0.004954574605265236,0.15282553065733837,0.0002430787277021473,-0.00025938393148787345,0.0015251300383943773,'JC'
0.15373857995928886,0.013797580932542672,0.04905376901268698,0.015645400518248875,0.1308100586767212,0.009918618781789354,0.01983723756357871,0.0,0.0,0.0012398273477236693,0.0,0.004959309390894677,0.0,0.0,0.0,0.0,0.0012398273477236693,0.0,0.0,0.0012398273477236693,0.0,0.00013638100824960362,0.00011158446129513023,0.00012398273477236694,0.00042154129822604753,0.00021077064911302377,0.00019837237563578711,7.438964086342017e-05,0.00019837237563578711,0.0004959309390894678,0.00016117755520407703,0.004599759460054814,0.0011902342538147228,0.0012770221681553794,0.0007686929555886748,0.0010414549720878824,0.00032235511040815405,0.0054924351504158555,0.0011654457657380094,4.959309390894678e-05,6.199136738618346e-05,7.438964086342017e-05,0.004785733562213364,0.031107268154386865,0.02135805888545953,0.0021916984708190428,0.29671548085722854,0.005689902204122334,0.21611508942047572,0.0002517774427080451,-0.00031514055507175,0.0018139365920857315,'SDJME'
0.13587500333254293,0.013271032513160171,0.041112259402361497,0.014265242014361416,0.2877858359414141,0.008972878052602998,0.008972878052602998,0.0,0.0,0.0,0.0,0.0025636794436008563,0.0,0.0,0.0,0.0,0.0051273588872017125,0.0,0.0,0.0,0.0,8.972878052602996e-05,0.00014100236939804708,0.00016663916383405562,0.00035891512210411985,0.00024354954714208134,0.0002179127527060728,5.127358887201713e-05,0.00015382076661605136,0.0004101887109761371,0.00010254717774403426,0.004537712615173515,0.001140837352402381,0.0012946581190184322,0.0006793750525542269,0.0011536557496203853,0.0002691863415780899,0.005729823556447914,0.0010767416489771665,1.2818397218004282e-05,1.2818397218004282e-05,1.2818397218004282e-05,0.004024976726453344,0.03219981381162675,0.01702508805615594,0.001856138142287592,0.21332376650202725,0.004722927815703986,0.1889667405911966,0.00020768879908499257,-0.00027587190483111223,0.0015947964034389763,'BMM'
0.12236270649641197,0.013084193433755168,0.048410846252130775,0.026034626727718033,0.1775064217674933,0.006440142023486022,0.004025088764678765,0.0,0.0008050177529357529,0.0056351242705502715,0.0,0.004830106517614518,0.0,0.0,0.0016100355058715056,0.0,0.0016100355058715056,0.0,0.0008050177529357529,0.0,0.0,8.050177529357528e-05,8.050177529357528e-05,0.00025760568093944095,0.0003864085214091614,0.0002254049708220108,0.00033005727870365865,0.0002254049708220108,5.63512427055027e-05,0.00037835834387980384,0.00010465230788164787,0.004419547463617283,0.0011109244990513388,0.001263877872109132,0.0006681647349366748,0.0009096700608174007,0.0004669102967027366,0.004797905807497088,0.0009257792710713981,2.415053258807259e-05,5.63512427055027e-05,6.440142023486024e-05,0.0065206437987795985,0.032603218993897995,0.020106253005181585,0.001950476708570283,0.330379285804833,0.005227208894853678,0.17106204776568007,0.00024500232299947875,-0.000269106969575634,0.0016444628950935563,'JC'
