DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,TamanhoDocumento,Ponto,Virgulas,PontoEVirgula,Exclamacoes,DoisPontos,Travessao,E,Mas,Porem,Se,Isto,Mais,Precisa,Pode,Esse,Muito,FreqAdjetivos,FreqAdv,FreqArt,FreqSubs,FreqPrep,FreqVerbos,FreqConj,FreqPronomes,TermosNaoTageados,Vogais,LetrasA,LetrasE,LetrasI,LetrasO,LetrasU,FrequenciaDeHapaxLegomenaLocal,FrequenciaDeCollocations,TamanhoMaisFrequenteDePalavras,TamanhoMaiorPalavra,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,MedidaLN,HonoresH,Classe(Autor)
0.01771340373810264,0.002565681697033881,0.011861232541199971,0.0058176058016017615,0.14233479049439962,0.911582366087728,0.0011134139492521662,0.002125608448572317,0.00020243889986403015,0.00010121944993201507,0.0,0.0,0.0010121944993201509,0.00020243889986403015,0.0,0.0005060972496600757,0.0,0.0,0.0,0.0,0.0,0.0,9.10975049388136e-06,1.821950098776272e-05,4.6560946968726946e-05,6.478044795648966e-05,3.340241847756499e-05,5.3646308463968e-05,3.8463390974165736e-05,2.732925148164408e-05,7.287800395105086e-05,0.3406439368012036,0.09555622170831883,0.10075384046232784,0.04198076685930326,0.064370509184265,0.037982598586988665,0.00010425603342997554,1.5182917489802265e-05,0.0007996336544629192,0.005997252408471894,0.003520471125306721,0.00034537776803562404,0.06996794476550544,0.0009583329476959023,0.02532786025056448,5.023298617336059e-05,-4.635076478094312e-05,0.00023532019000362017,'DJE'
0.0242008789542938,0.0031034761131187995,0.014913851322444884,0.007725648910058222,0.13422466190200394,0.9161292848311434,0.0012888042046665339,0.0022912074749627275,0.0,0.0,0.0,0.00042960140155551133,0.0002864009343703409,0.00014320046718517044,0.0,0.0002864009343703409,0.0,0.0,0.0,0.00014320046718517044,0.0002864009343703409,0.0,1.1456037374813636e-05,1.0024032702961932e-05,3.723212146814431e-05,4.009613081184772e-05,5.298417285851306e-05,5.155216818666135e-05,2.720808876518239e-05,3.0072098108885785e-05,0.00015036049054442893,0.3314245932580303,0.06849135144999517,0.0979104554285166,0.05929788145670721,0.0781444949429475,0.027580409979863826,0.00016754454660664942,5.728018687406818e-06,0.0009193469993287943,0.00781444949429475,0.004335943833344372,0.0004085761934417026,0.07768482144328312,0.0011125983353227032,0.03443239050382628,5.311067615122445e-05,-5.52067873096941e-05,0.00031823656055265877,'AJ'
0.21566019536812348,0.013826305341984708,0.06680777791295131,0.016033866699108314,0.13361555582590262,0.8444503128197045,0.009376530233396671,0.02344132558349168,0.0,0.0,0.0,0.0,0.0046882651166983355,0.0,0.0,0.0046882651166983355,0.0,0.0,0.0,0.0,0.0,0.0,0.0003281785581688837,0.0,9.376530233396672e-05,0.0003281785581688837,9.376530233396672e-05,0.0002812959070019002,0.0002812959070019002,0.00023441325583491688,0.0007032397675047504,0.30464346728305797,0.08284164461205963,0.09620320019464987,0.045429288980806885,0.045429288980806885,0.03474004451473468,0.0018284233955123518,0.0,0.0026723111165180523,0.029395422281698575,0.016281990786277015,0.0025305984580091,0.1229263113598304,0.005801667603294187,0.2939241593169249,0.0002548048649599963,-0.0004579272329265334,0.0022656655339175,'SDJME'
0.026416490674141518,0.003427404087276536,0.010237636197110692,0.004036315117329163,0.1433269067595497,0.9082620831282819,0.0023259803109307,0.0033228290156152853,0.0,0.0,0.0011629901554653494,0.0,0.001329131606246114,0.0,0.00016614145078076427,0.0006645658031230571,0.0,0.0003322829015615285,0.0,0.0,0.0,0.0,1.9936974093691708e-05,2.6582632124922282e-05,5.981092228107513e-05,9.80234559606509e-05,3.9873948187383416e-05,6.313375129669042e-05,4.6519606218613976e-05,2.159838860149935e-05,8.971638342161269e-05,0.3449295887949603,0.08715115942155767,0.08925118735942655,0.057225761306926436,0.08085107560795111,0.03045040509909847,0.0001927240829056865,1.6614145078076426e-06,0.0010500139689344301,0.007875104767008225,0.004695898722217782,0.0004623579010107423,0.08347611053028718,0.0012572394757734845,0.036533220022253135,6.293783729792972e-05,-6.322134106954203e-05,0.00038302409558790135,'JC'
0.017926016455299076,0.0023273187284253865,0.009146586704289798,0.004903439543037557,0.13719880056434694,0.9140912643058848,0.0011297909530650675,0.0015063879374200904,0.00045191638122602684,0.0,0.00015063879374200903,0.0,0.0011297909530650675,0.000301277587484018,0.0,0.00022595819061301363,0.0,7.53193968710045e-05,0.0,0.00015063879374200903,0.0,0.0,1.1297909530650675e-05,1.7323461280331037e-05,2.711498287356162e-05,5.874912955938351e-05,3.314053462324199e-05,3.991928034163239e-05,3.0127758748401813e-05,2.4102206998721438e-05,6.326829337164377e-05,0.33363480037980153,0.08647269315966286,0.10723975726493623,0.0582158682295368,0.0599180865988215,0.021788395126844183,0.0001265365867432876,5.272357780970315e-06,0.0006808873477138807,0.005447098781711046,0.0038111239424854274,0.00030472772803260867,0.0810255943779518,0.000855749431917021,0.028621263074116436,3.712878707083792e-05,-3.859609930516133e-05,0.00024031238050213705,'SDFI'
0.0945745980041324,0.007757971139433631,0.03654257383993005,0.01927997148495105,0.14617029535972018,0.8947807800057638,0.004670350518722586,0.007005525778083882,0.0,0.0,0.0,0.0,0.003502762889041941,0.0,0.0,0.0011675876296806473,0.0,0.0,0.0,0.0011675876296806473,0.0,0.0,4.670350518722587e-05,2.3351752593612945e-05,0.0001167587629680647,0.00028022103112335524,0.00012843463926487118,0.00018681402074890348,0.00012843463926487118,9.340701037445174e-05,0.0002218416496393229,0.3360550715746838,0.09699150439757134,0.09972365945102406,0.04644663590869613,0.0696699538630442,0.023223317954348063,0.0007589319592924206,0.0,0.0027321550534527136,0.015026852793989924,0.010229803255013988,0.0012605890201125474,0.1106522796648349,0.003114929976441439,0.12154510864744553,0.00014483153938352837,-0.0001988052624644867,0.0010962362328720996,'BMM'
0.03365446291408161,0.0038726499580893892,0.014165447844448903,0.005302845216209788,0.14165447844448906,0.9111661430075648,0.0023700325995832123,0.0023700325995832123,0.0002370032599583213,0.0,0.002133029339624891,0.0,0.0007110097798749637,0.0,0.0,0.0002370032599583213,0.0,0.0016590228197082488,0.0,0.0,0.0,0.0002370032599583213,2.133029339624891e-05,4.029055419291461e-05,5.6880782389997107e-05,9.243127138374528e-05,6.873094538791316e-05,8.295114098541243e-05,3.7920521593331395e-05,4.029055419291461e-05,0.00012324169517832702,0.3365067086192228,0.09093104074820912,0.0940239332906652,0.05319775173024479,0.06247642935761305,0.035877553492490666,0.0002464833903566541,9.480130398332847e-06,0.001237157016982437,0.01175299166133315,0.005437045286664244,0.0005509122054473642,0.08783814820575303,0.0014717591021128165,0.045396907645942716,7.220666929617993e-05,-7.705013901766617e-05,0.0004530407138338835,'JC'
0.05551107965406075,0.004981953327823956,0.017712063439620267,0.005649153264503867,0.14169650751696214,0.9123872679140981,0.0035813599776813383,0.007162719955362677,0.0,0.0,0.0004476699972101673,0.0,0.0017906799888406692,0.0,0.0,0.0,0.0,0.0004476699972101673,0.0,0.0,0.0004476699972101673,0.0,4.92436996931184e-05,4.0290299748915056e-05,4.476699972101673e-05,0.00015220779905145688,7.610389952572844e-05,7.162719955362678e-05,2.686019983261005e-05,7.162719955362678e-05,0.00017906799888406692,0.3205451481023961,0.0829442970830998,0.08899231874540918,0.053568191866168624,0.07257625994771233,0.0224640804600062,0.0004208097973775573,1.7906799888406695e-05,0.0017280061892312464,0.0112320402300031,0.007711849701672557,0.0007913663544512876,0.10713638373233723,0.002054478398562705,0.0780336404545115,9.091040561545584e-05,-0.00011378920756087756,0.0006549661859043193,'SDJME'
0.06249773481650224,0.00610420871481613,0.018910197363413636,0.006561513827460043,0.1323713815438954,0.9099375388646797,0.0041272089029765644,0.0041272089029765644,0.0,0.0,0.0,0.0,0.001179202543707589,0.0,0.0,0.0,0.0,0.002358405087415178,0.0,0.0,0.0,0.0,4.1272089029765616e-05,6.48561399039174e-05,7.664816534099327e-05,0.00016508835611906246,0.00011202424165222098,0.00010023221621514508,2.3584050874151784e-05,7.075215262245534e-05,0.0001886724069932143,0.3276885948709019,0.08238498571613072,0.0934930736778562,0.04906072183095424,0.08331065971294117,0.01943915393301961,0.0004952650683571874,5.896012718537946e-06,0.0018513479936209149,0.014810783948967319,0.007830942824297362,0.0008537583839982527,0.09812144366190848,0.0021723809924547497,0.08691806681895133,9.552955647083922e-05,-0.0001268913914827775,0.000733550358772447,'BMM'
0.03480215595105515,0.003721378388031585,0.0137689151684348,0.0074047176026105785,0.1514580668527828,0.907512008734225,0.0018316924184765871,0.001144807761547867,0.0,0.0002289615523095734,0.001602730866167014,0.0,0.0013737693138574404,0.0,0.0,0.0004579231046191467,0.0,0.0004579231046191467,0.0,0.0002289615523095734,0.0,0.0,2.2896155230957336e-05,2.2896155230957336e-05,7.326769673906349e-05,0.00010990154510859524,6.410923464668055e-05,9.387423644692508e-05,6.410923464668055e-05,1.6027308661670138e-05,0.00010761192958549947,0.33938970898848064,0.08531107439054704,0.09705680202402817,0.05131028387257538,0.06985616960965084,0.03585537909167918,0.00026330578515600936,6.868846569287203e-06,0.0018545885737075445,0.009272942868537722,0.0057185805932938255,0.0005547507161293131,0.09396582106784893,0.001486712384226916,0.048653128275557816,6.96830746761048e-05,-7.653887043691035e-05,0.00046771487436521797,'JC'
