,DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,TamanhoDocumento,Ponto,Virgulas,PontoEVirgula,Exclamacoes,DoisPontos,Travessao,E,Mas,Porem,Se,Isto,Mais,Precisa,Pode,Esse,Muito,FreqAdjetivos,FreqAdv,FreqArt,FreqSubs,FreqPrep,FreqVerbos,FreqConj,FreqPronomes,TermosNaoTageados,Vogais,LetrasA,LetrasE,LetrasI,LetrasO,LetrasU,FrequenciaDeHapaxLegomenaLocal,FrequenciaDeCollocations,TamanhoMaisFrequenteDePalavras,TamanhoMaiorPalavra,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,MedidaLN,HonoresH,Classe(Autor)
1,44.303797468354425,6.417142857142857,29.66666666666667,14.550677723811429,356.0,2280,2.7848101265822787,5.316455696202532,0.5063291139240507,0.2531645569620253,0.0,0.0,2.5316455696202533,0.5063291139240507,0.0,1.2658227848101269,0.0,0.0,0.0,0.0,0.0,0.0,0.022784810126582282,0.045569620253164564,0.11645569620253166,0.1620253164556962,0.08354430379746837,0.1341772151898734,0.09620253164556962,0.06835443037974684,0.18227848101265826,852,239,252,105,161,95,0.2607594936708861,0.0379746835443038,2,15,8.80521,0.8638399999999999,175.0,2.39693,63.348659999999995,0.12564,-0.11592999999999999,0.5885699999999999,'DJE'
2,52.64797507788161,6.7514792899408285,32.44444444444444,16.806818134390255,292.0,1993,2.803738317757009,4.984423676012462,0.0,0.0,0.0,0.9345794392523364,0.6230529595015576,0.3115264797507788,0.0,0.6230529595015576,0.0,0.0,0.0,0.3115264797507788,0.6230529595015576,0.0,0.024922118380062305,0.02180685358255452,0.08099688473520249,0.08722741433021806,0.11526479750778815,0.11214953271028036,0.059190031152647975,0.06542056074766353,0.3271028037383177,721,149,213,129,170,60,0.3644859813084112,0.012461059190031152,2,17,9.43266,0.88884,169.0,2.42041,74.90619000000001,0.11554,-0.1201,0.69231,'AJ'
3,80.7017543859649,5.173913043478262,25.0,6.0,50.0,316,3.5087719298245608,8.771929824561402,0.0,0.0,0.0,0.0,1.7543859649122806,0.0,0.0,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.12280701754385966,0.0,0.03508771929824561,0.12280701754385966,0.03508771929824561,0.10526315789473684,0.10526315789473684,0.08771929824561403,0.2631578947368421,114,31,36,17,17,13,0.6842105263157895,0.0,1,11,6.09285,0.9469700000000001,46.0,2.17103,109.98875,0.09535,-0.17135999999999998,0.84783,'SDJME'
4,50.31645569620254,6.528301886792453,19.5,7.688116990339237,273.0,1730,4.4303797468354436,6.329113924050633,0.0,0.0,2.2151898734177213,0.0,2.5316455696202533,0.0,0.3164556962025317,1.2658227848101269,0.0,0.6329113924050633,0.0,0.0,0.0,0.0,0.0379746835443038,0.05063291139240506,0.1139240506329114,0.18670886075949367,0.0759493670886076,0.12025316455696206,0.08860759493670886,0.04113924050632911,0.17088607594936708,657,166,170,109,154,58,0.3670886075949367,0.0031645569620253164,2,15,8.94445,0.8806700000000001,159.0,2.39471,69.58615999999999,0.11988,-0.12042,0.72956,'JC'
5,52.65486725663718,6.836134453781513,26.86666666666667,14.403086089060528,403.0,2685,3.31858407079646,4.424778761061948,1.327433628318584,0.0,0.4424778761061947,0.0,3.31858407079646,0.8849557522123894,0.0,0.6637168141592921,0.0,0.22123893805309736,0.0,0.4424778761061947,0.0,0.0,0.033185840707964605,0.050884955752212385,0.07964601769911504,0.17256637168141592,0.09734513274336284,0.1172566371681416,0.08849557522123894,0.07079646017699115,0.18584070796460175,980,254,315,171,176,64,0.3716814159292036,0.015486725663716812,2,16,11.19458,0.8950899999999999,238.0,2.51363,84.07048,0.10905999999999999,-0.11337,0.7058800000000001,'SDFI'
6,69.23076923076923,5.679012345679013,26.75,14.113380176272445,107.0,655,3.418803418803418,5.128205128205129,0.0,0.0,0.0,0.0,2.5641025641025643,0.0,0.0,0.8547008547008547,0.0,0.0,0.0,0.8547008547008547,0.0,0.0,0.034188034188034185,0.017094017094017096,0.08547008547008547,0.20512820512820512,0.09401709401709403,0.13675213675213674,0.09401709401709403,0.06837606837606837,0.1623931623931624,246,71,73,34,51,17,0.5555555555555556,0.0,2,11,7.48845,0.9227799999999999,81.0,2.2802,88.9738,0.10602,-0.14553,0.80247,'BMM'
7,57.70308123249299,6.432038834951456,17.777777777777782,8.935295528007986,320.0,2113,5.042016806722689,3.0812324929971986,0.2801120448179272,0.0,0.2801120448179272,0.2801120448179272,1.680672268907563,0.0,0.0,0.2801120448179272,0.0,1.1204481792717087,0.0,0.5602240896358543,0.0,0.0,0.05322128851540616,0.0700280112044818,0.05322128851540616,0.17086834733893558,0.09243697478991596,0.12885154061624648,0.050420168067226885,0.0784313725490196,0.21288515406162464,780,222,235,128,146,49,0.45378151260504207,0.008403361344537815,3,15,10.90268,0.90645,206.0,2.4923599999999997,90.64479,0.10503,-0.11792000000000001,0.78641,'GM'
8,54.40613026819923,6.26056338028169,22.9,8.572630868059116,229.0,1473,3.8314176245210727,3.8314176245210727,0.3831417624521073,0.0,3.4482758620689653,0.0,1.1494252873563218,0.0,0.0,0.3831417624521073,0.0,2.681992337164751,0.0,0.0,0.0,0.3831417624521073,0.03448275862068965,0.06513409961685822,0.09195402298850576,0.14942528735632185,0.1111111111111111,0.13409961685823754,0.06130268199233716,0.06513409961685822,0.19923371647509575,544,147,152,86,101,58,0.3984674329501916,0.01532567049808429,2,19,8.78958,0.89061,142.0,2.37926,73.38908,0.11673,-0.12455999999999999,0.73239,'JC'
9,64.24870466321244,5.766129032258066,20.5,6.5383484153110105,164.0,1056,4.1450777202072535,8.290155440414507,0.0,0.0,0.5181347150259067,0.0,2.0725388601036268,0.0,0.0,0.0,0.0,0.5181347150259067,0.0,0.0,0.5181347150259067,0.0,0.056994818652849735,0.046632124352331605,0.05181347150259067,0.17616580310880828,0.08808290155440414,0.08290155440414508,0.031088082901554407,0.08290155440414508,0.20725388601036268,371,96,103,62,84,26,0.4870466321243523,0.02072538860103627,2,13,8.92572,0.9159299999999999,124.0,2.3778599999999996,90.31639,0.10522000000000001,-0.1317,0.7580600000000001,'SDJME'
10,67.51592356687898,6.59433962264151,20.428571428571427,7.088363560031588,143.0,983,4.4585987261146505,4.4585987261146505,0.0,0.0,0.0,0.0,1.2738853503184713,0.0,0.0,0.0,0.0,2.5477707006369426,0.0,0.0,0.0,0.0,0.044585987261146494,0.07006369426751592,0.08280254777070062,0.17834394904458598,0.12101910828025478,0.10828025477707008,0.025477707006369428,0.07643312101910828,0.20382165605095545,354,89,101,53,90,21,0.535031847133758,0.006369426751592357,2,16,8.459719999999999,0.9223100000000001,106.0,2.34681,93.89706,0.1032,-0.13708,0.79245,'BMM'
