DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,StdevTamParagrafos,FrequenciaDeParagrafos,FrequenciaPalavrasDuplicadas,MediaSilabasPorPalavra,Monossilabas,Ponto,Virgulas,Exclamacoes,DoisPontos,Citacoes,QuebrasDeLinha,Digitos,Adjetivos,Adverbios,Artigos,Substantivos,Preposicoes,Verbos,VerbosPtcp,Conjuncoes,Pronomes,PronomesPorPreposicao,TermosNaoTageados,PalavrasDeConteudo,PalavrasFuncionais,FrasesNominais,FrasesVerbais,GenMasc,GenFem,SemGenero,Singular,Plural,PrimeiraPessoa,TerceiraPessoa,Passado,Presente,Futuro,TotalEntidadesNomeadas,EntAbstracao,EntAcontecimento,EntCoisa,EntLocal,EntOrganizacao,EntObra,EntOutro,EntPessoa,EntTempo,EntValor,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,HonoresH,PalavrasErroOrtografico,HapaxLegomenaLocal,PalavrasComunsTam2,PalavrasComunsTam3,PalavrasComunsTam4,StopWords,BRFleshIndex,OperadoresLogicos,PalavrasCapitalizadas,Global hapax,top 1-gram,top 3-gram,top 4-gram,top 5-gram,Author
54.4402,6.2128,29.875,9.0614,39.8333,9.9401,0.02316602316602316,0.0965,2.2895752895752897,0.11969111969111967,3.088803088803089,4.633204633204633,0.0,0.0,0.0,0.04247104247104247,0.01158301158301158,0.07335907335907338,0.019305019305019305,0.07335907335907338,0.19305019305019305,0.12355212355212356,0.03861003861003861,0.09652509652509653,0.0694980694980695,0.08494208494208494,0.6875,0.09266409266409266,0.4208494208494208,0.26640926640926643,0.027000000000000003,0.1467,0.2586872586872587,0.2857142857142857,0.0,0.3783783783783784,0.2471042471042471,0.0,0.09652509652509653,0.015444015444015444,0.04247104247104247,0.0,0.0656,0.1176470588235294,0.05882352941176471,0.0,0.1176470588235294,0.05882352941176471,0.05882352941176471,0.1176470588235294,0.0,0.2352941176470588,0.2352941176470588,8.7613,0.8906,141.0,2.3775,73.2616,0.1168,0.7163,0.08108108108108109,0.39,0.03088803088803089,0.04633204633204633,0.057915057915057924,0.3707,442.49779922779925,0.05019305019305019,0.019305019305019305,0.029262086513994912,0.5188679245283019,0.0,0.0,0.0,'annbialea'
44.3878,6.4425,29.75,15.0893,44.625,24.8241,0.020408163265306117,0.1173,2.2576530612244903,0.06887755102040816,2.8061224489795915,5.357142857142857,0.2551020408163265,0.0,0.0,0.04336734693877551,0.0,0.020408163265306117,0.03826530612244898,0.1173469387755102,0.1913265306122449,0.09183673469387756,0.02295918367346939,0.14540816326530612,0.0663265306122449,0.10459183673469387,1.1388888888888888,0.07908163265306123,0.41326530612244894,0.2755102040816326,0.0026,0.2117,0.21173469387755106,0.3137755102040816,0.0025510204081632647,0.3979591836734694,0.2423469387755102,0.0,0.1326530612244898,0.005102040816326529,0.03826530612244898,0.0025510204081632647,0.0689,0.037037037037037035,0.0,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.3703703703703704,8.7883,0.8640000000000001,174.0,2.3957,63.3345,0.1257,0.5920000000000001,0.03826530612244898,0.2628,0.03826530612244898,0.051020408163265314,0.051020408163265314,0.4005,439.8013775510205,0.06377551020408162,0.04336734693877551,0.03023758099352052,0.8207547169811321,0.0,0.0,0.0,'pdje'
53.3333,6.5655,32.2222,16.5447,96.6667,10.6249,0.009523809523809523,0.0952,2.3936507936507936,0.10476190476190476,2.8571428571428568,5.079365079365079,0.0,0.0,0.0,0.015873015873015872,0.009523809523809523,0.047619047619047616,0.0253968253968254,0.08253968253968254,0.1873015873015873,0.1523809523809524,0.028571428571428567,0.10793650793650794,0.04444444444444445,0.09206349206349207,0.6041666666666666,0.07936507936507936,0.4063492063492064,0.27936507936507937,0.0063,0.1556,0.30793650793650795,0.27301587301587305,0.0,0.4825396825396826,0.16507936507936508,0.0,0.0761904761904762,0.0,0.057142857142857134,0.0031746031746031746,0.0762,0.16666666666666666,0.04166666666666666,0.0,0.25,0.16666666666666666,0.04166666666666666,0.04166666666666666,0.0,0.16666666666666666,0.125,9.4657,0.8907,168.0,2.4213,75.9484,0.1147,0.6964,0.06984126984126984,0.3714,0.015873015873015872,0.028571428571428567,0.03492063492063492,0.3524,451.3056349206348,0.031746031746031744,0.04444444444444445,0.02215352910870685,0.4716981132075472,0.0,0.0,0.0,'fadj'
80.3571,5.0667,24.5,6.5,49.0,0.0,0.017857142857142856,0.0714,2.196428571428572,0.26785714285714285,3.571428571428572,8.928571428571429,0.0,0.0,0.0,0.017857142857142856,0.0,0.14285714285714285,0.017857142857142856,0.03571428571428571,0.19642857142857145,0.03571428571428571,0.0,0.14285714285714285,0.07142857142857142,0.10714285714285714,3.0,0.08928571428571429,0.5357142857142857,0.14285714285714285,0.0357,0.125,0.25,0.32142857142857145,0.017857142857142856,0.6607142857142857,0.05357142857142857,0.017857142857142856,0.125,0.0,0.125,0.0,0.0893,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,6.0134,0.9457,45.0,2.164,106.8944,0.0967,0.8444,0.07142857142857142,0.6786,0.0,0.0,0.0,0.3571,434.5984821428572,0.05357142857142857,0.03571428571428571,0.022727272727272728,0.04716981132075472,0.0,0.0,0.0,'sdjme'
50.1587,6.557,19.4286,7.566,38.8571,15.7791,0.022222222222222227,0.073,2.2603174603174603,0.09206349206349207,4.4444444444444455,6.349206349206349,0.0,2.2222222222222223,0.006349206349206349,0.0507936507936508,0.0,0.0507936507936508,0.031746031746031744,0.11428571428571427,0.21587301587301588,0.07936507936507936,0.022222222222222227,0.10793650793650794,0.06666666666666668,0.07301587301587302,0.9200000000000002,0.060317460317460325,0.4476190476190477,0.26031746031746034,0.0127,0.0921,0.27301587301587305,0.2888888888888889,0.009523809523809523,0.5047619047619047,0.15555555555555556,0.006349206349206349,0.1015873015873016,0.0,0.09523809523809523,0.0,0.0762,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.04166666666666666,0.04166666666666666,0.16666666666666666,8.9023,0.8801,158.0,2.3923,69.1933,0.1202,0.7278,0.047619047619047616,0.3651,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.4,440.00952380952384,0.06349206349206349,0.04126984126984127,0.023769100169779286,0.6320754716981132,0.0,0.0,0.0,'jc'
52.6667,6.8565,27.1333,14.3799,58.1429,33.3314,0.015555555555555557,0.0911,2.335555555555556,0.08888888888888889,3.333333333333333,4.4444444444444455,0.0,0.4444444444444444,0.0,0.04444444444444445,0.013333333333333334,0.04666666666666667,0.03333333333333333,0.08,0.22,0.10666666666666667,0.022222222222222227,0.1111111111111111,0.07555555555555556,0.08888888888888889,0.8333333333333333,0.06444444444444444,0.4511111111111111,0.26222222222222225,0.0044,0.1756,0.2111111111111111,0.2955555555555556,0.004444444444444445,0.3622222222222222,0.20666666666666667,0.0,0.07555555555555556,0.004444444444444445,0.057777777777777775,0.0,0.06,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.0,0.0,0.037037037037037035,0.25925925925925924,0.2222222222222222,11.1723,0.895,237.0,2.5125,83.9779,0.1091,0.7089,0.04666666666666667,0.3733,0.015555555555555557,0.024444444444444446,0.031111111111111114,0.3556,446.38465555555564,0.05111111111111112,0.031111111111111114,0.023383266350018268,0.8679245283018868,0.0,0.0,0.0,'sdfi'
69.5652,5.725,26.25,13.7908,105.0,0.0,0.008695652173913044,0.0435,2.217391304347826,0.1565217391304348,3.4782608695652173,5.217391304347826,0.0,0.0,0.0,0.017391304347826087,0.0,0.052173913043478265,0.017391304347826087,0.08695652173913042,0.22608695652173916,0.09565217391304348,0.017391304347826087,0.14782608695652175,0.0782608695652174,0.0782608695652174,0.8181818181818182,0.043478260869565216,0.5130434782608696,0.2608695652173913,0.0174,0.2087,0.28695652173913044,0.24347826086956526,0.008695652173913044,0.5043478260869565,0.13043478260869565,0.017391304347826087,0.11304347826086955,0.0,0.10434782608695653,0.0,0.0435,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,7.46,0.9235,80.0,2.278,89.5037,0.1057,0.8125,0.026086956521739132,0.5652,0.0,0.0,0.0,0.3826,436.3821739130435,0.052173913043478265,0.0782608695652174,0.01791044776119403,0.2641509433962264,0.0,0.0,0.0,'bmm'
58.5714,6.4537,17.6111,8.7505,317.0,0.0,0.002857142857142857,0.0657,2.3542857142857136,0.10571428571428572,5.142857142857143,3.1428571428571432,0.0,0.2857142857142857,0.005714285714285714,0.03428571428571429,0.011428571428571429,0.06857142857142857,0.04857142857142857,0.054285714285714284,0.21428571428571427,0.11428571428571427,0.025714285714285717,0.11142857142857143,0.04857142857142857,0.09142857142857144,0.8,0.08571428571428573,0.4714285714285714,0.21714285714285714,0.0114,0.1029,0.1457142857142857,0.38,0.005714285714285714,0.4057142857142857,0.2257142857142857,0.0,0.11714285714285715,0.002857142857142857,0.09428571428571428,0.0,0.0971,0.029411764705882356,0.1176470588235294,0.05882352941176471,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.05882352941176471,0.029411764705882356,0.17647058823529413,0.2647058823529412,10.9577,0.9087,205.0,2.494,92.54899999999999,0.1039,0.7902,0.08285714285714285,0.4629,0.008571428571428572,0.014285714285714284,0.02,0.3543,447.9524714285714,0.03142857142857143,0.051428571428571435,0.02384227418615314,0.5283018867924528,0.0,0.0,0.0,'gnem'
54.2308,6.2908,23.0,8.6948,115.0,14.0,0.007692307692307694,0.0731,2.1846153846153844,0.1153846153846154,3.8461538461538463,3.8461538461538463,0.0,3.4615384615384617,0.0,0.03461538461538462,0.0,0.04615384615384616,0.06923076923076922,0.09230769230769233,0.1576923076923077,0.11923076923076925,0.03461538461538462,0.12692307692307692,0.03461538461538462,0.08846153846153848,0.7419354838709677,0.07307692307692308,0.4307692307692308,0.24615384615384614,0.0038,0.1231,0.19615384615384612,0.28846153846153844,0.0,0.3269230769230769,0.2307692307692308,0.003846153846153847,0.08461538461538462,0.015384615384615384,0.04230769230769231,0.0,0.0808,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.19047619047619047,0.7142857142857143,8.7444,0.89,141.0,2.3767,72.9012,0.1171,0.7305,0.04615384615384616,0.3962,0.015384615384615384,0.03461538461538462,0.05,0.3885,433.61051923076917,0.04230769230769231,0.04615384615384616,0.0260347129506008,0.49056603773584906,0.0,0.0,0.0,'jc'
63.8743,5.8361,20.5,6.8374,54.6667,11.7284,0.015706806282722512,0.0838,2.183246073298429,0.17277486910994766,4.18848167539267,8.37696335078534,0.0,0.5235602094240838,0.0,0.026178010471204192,0.041884816753926704,0.06806282722513089,0.031413612565445025,0.052356020942408384,0.20418848167539266,0.09947643979057592,0.020942408376963352,0.06282722513089005,0.052356020942408384,0.06806282722513089,0.6842105263157895,0.07329842931937172,0.4659685863874346,0.20418848167539266,0.0052,0.1152,0.2670157068062827,0.2984293193717277,0.005235602094240838,0.4450261780104712,0.18848167539267016,0.0,0.07329842931937172,0.020942408376963352,0.052356020942408384,0.0,0.1099,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.0,0.2857142857142857,0.2857142857142857,8.8276,0.9147,122.0,2.3722,88.7864,0.1061,0.7541,0.05759162303664921,0.4817,0.020942408376963352,0.026178010471204192,0.031413612565445025,0.3089,433.48979057591623,0.020942408376963352,0.1256544502617801,0.031805425631431246,0.25471698113207547,0.0,0.0,0.0,'sdjme'
