DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,StdevTamParagrafos,FrequenciaDeParagrafos,FrequenciaPalavrasDuplicadas,MediaSilabasPorPalavra,Monossilabas,Ponto,Virgulas,Exclamacoes,DoisPontos,Citacoes,QuebrasDeLinha,Digitos,Adjetivos,Adverbios,Artigos,Substantivos,Preposicoes,Verbos,VerbosPtcp,Conjuncoes,Pronomes,PronomesPorPreposicao,TermosNaoTageados,PalavrasDeConteudo,PalavrasFuncionais,FrasesNominais,FrasesVerbais,GenMasc,GenFem,SemGenero,Singular,Plural,PrimeiraPessoa,TerceiraPessoa,Passado,Presente,Futuro,TotalEntidadesNomeadas,EntAbstracao,EntAcontecimento,EntCoisa,EntLocal,EntOrganizacao,EntObra,EntOutro,EntPessoa,EntTempo,EntValor,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,HonoresH,PalavrasErroOrtografico,HapaxLegomenaLocal,PalavrasComunsTam2,PalavrasComunsTam3,PalavrasComunsTam4,StopWords,BRFleshIndex,OperadoresLogicos,PalavrasCapitalizadas,Author
54.4402,6.2128,29.875,9.0614,39.8333,9.9401,0.023166023166023165,0.0965,2.2895752895752897,0.11969111969111969,3.088803088803089,4.633204633204633,0.0,0.0,0.0,0.04247104247104247,0.011583011583011582,0.07335907335907337,0.019305019305019305,0.07335907335907337,0.19305019305019305,0.12355212355212356,0.03861003861003861,0.09652509652509653,0.0694980694980695,0.08494208494208494,0.6875,0.09266409266409266,0.42084942084942084,0.26640926640926643,0.027,0.139,0.25868725868725867,0.2857142857142857,0,0.3783783783783784,0.2471042471042471,0,0.09652509652509653,0.015444015444015444,0.04247104247104247,0,0.0656,0.11764705882352941,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.23529411764705882,0.23529411764705882,8.7613,0.8906,141.0,2.3775,73.2616,0.1168,0.7163,0.08108108108108109,0.39,0.03088803088803089,0.04633204633204633,0.05791505791505792,0.3707,442.4977992277992,0.05019305019305019,0.019305019305019305,'annbialea'
44.3878,6.4425,29.75,15.0893,44.625,24.8241,0.02040816326530612,0.1173,2.25765306122449,0.06887755102040816,2.806122448979592,5.357142857142857,0.25510204081632654,0.0,0.0,0.04336734693877551,0.0,0.02040816326530612,0.03826530612244898,0.11734693877551021,0.1913265306122449,0.09183673469387756,0.02295918367346939,0.14540816326530612,0.0663265306122449,0.10459183673469388,1.1388888888888888,0.07908163265306123,0.413265306122449,0.2755102040816326,0.0026,0.176,0.21173469387755103,0.3137755102040816,0.002551020408163265,0.3979591836734694,0.2423469387755102,0,0.1326530612244898,0.00510204081632653,0.03826530612244898,0.002551020408163265,0.0689,0.037037037037037035,0.0,0.037037037037037035,0.1111111111111111,0.07407407407407407,0.0,0.07407407407407407,0.07407407407407407,0.2222222222222222,0.37037037037037035,8.7883,0.864,174.0,2.3957,63.3345,0.1257,0.592,0.03826530612244898,0.2628,0.03826530612244898,0.05102040816326531,0.05102040816326531,0.4005,439.80137755102044,0.06377551020408163,0.04336734693877551,'pdje'
53.3333,6.5655,32.2222,16.5447,96.6667,10.6249,0.009523809523809525,0.0952,2.3936507936507936,0.10476190476190476,2.857142857142857,5.079365079365079,0.0,0.0,0.0,0.015873015873015872,0.009523809523809525,0.047619047619047616,0.025396825396825397,0.08253968253968254,0.1873015873015873,0.1523809523809524,0.02857142857142857,0.10793650793650794,0.044444444444444446,0.09206349206349207,0.6041666666666666,0.07936507936507936,0.40634920634920635,0.27936507936507937,0.0063,0.1429,0.30793650793650795,0.273015873015873,0,0.48253968253968255,0.16507936507936508,0,0.0761904761904762,0,0.05714285714285714,0.0031746031746031746,0.0762,0.16666666666666666,0.041666666666666664,0.0,0.25,0.16666666666666666,0.041666666666666664,0.041666666666666664,0.0,0.16666666666666666,0.125,9.4657,0.8907,168.0,2.4213,75.9484,0.1147,0.6964,0.06984126984126984,0.3714,0.015873015873015872,0.02857142857142857,0.03492063492063492,0.3524,451.30563492063493,0.031746031746031744,0.044444444444444446,'fadj'
80.3571,5.0667,24.5,6.5,49.0,0.0,0.017857142857142856,0.0714,2.1964285714285716,0.26785714285714285,3.5714285714285716,8.928571428571429,0.0,0.0,0.0,0.017857142857142856,0.0,0.14285714285714285,0.017857142857142856,0.03571428571428571,0.19642857142857142,0.03571428571428571,0.0,0.14285714285714285,0.07142857142857142,0.10714285714285714,3.0,0.08928571428571429,0.5357142857142857,0.14285714285714285,0.0357,0.1071,0.25,0.32142857142857145,0.017857142857142856,0.6607142857142857,0.05357142857142857,0.017857142857142856,0.125,0,0.125,0,0.0893,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.0,6.0134,0.9457,45.0,2.164,106.8944,0.0967,0.8444,0.07142857142857142,0.6786,0.0,0.0,0.0,0.3571,434.59848214285716,0.05357142857142857,0.03571428571428571,'sdjme'
50.1587,6.557,19.4286,7.566,38.8571,15.7791,0.022222222222222223,0.073,2.2603174603174603,0.09206349206349207,4.444444444444445,6.349206349206349,0.0,2.2222222222222223,0.006349206349206349,0.050793650793650794,0.0,0.050793650793650794,0.031746031746031744,0.11428571428571428,0.21587301587301588,0.07936507936507936,0.022222222222222223,0.10793650793650794,0.06666666666666667,0.07301587301587302,0.9200000000000002,0.06031746031746032,0.44761904761904764,0.26031746031746034,0.0127,0.0889,0.273015873015873,0.28888888888888886,0.009523809523809525,0.5047619047619047,0.15555555555555556,0.006349206349206349,0.10158730158730159,0,0.09523809523809523,0,0.0762,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.25,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.16666666666666666,8.9023,0.8801,158.0,2.3923,69.1933,0.1202,0.7278,0.047619047619047616,0.3651,0.0031746031746031746,0.0031746031746031746,0.0031746031746031746,0.4,440.0095238095238,0.06349206349206349,0.04126984126984127,'jc'
52.6667,6.8565,27.1333,14.3799,58.1429,33.3314,0.015555555555555555,0.0911,2.3355555555555556,0.08888888888888889,3.3333333333333335,4.444444444444445,0.0,0.4444444444444444,0.0,0.044444444444444446,0.013333333333333334,0.04666666666666667,0.03333333333333333,0.08,0.22,0.10666666666666667,0.022222222222222223,0.1111111111111111,0.07555555555555556,0.08888888888888889,0.8333333333333333,0.06444444444444444,0.45111111111111113,0.26222222222222225,0.0044,0.1533,0.2111111111111111,0.29555555555555557,0.0044444444444444444,0.3622222222222222,0.20666666666666667,0,0.07555555555555556,0.0044444444444444444,0.057777777777777775,0,0.06,0.07407407407407407,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.1111111111111111,0.0,0.0,0.037037037037037035,0.25925925925925924,0.2222222222222222,11.1723,0.895,237.0,2.5125,83.9779,0.1091,0.7089,0.04666666666666667,0.3733,0.015555555555555555,0.024444444444444446,0.03111111111111111,0.3556,446.3846555555556,0.051111111111111114,0.03111111111111111,'sdfi'
69.5652,5.725,26.25,13.7908,105.0,0.0,0.008695652173913044,0.0435,2.217391304347826,0.1565217391304348,3.4782608695652173,5.217391304347826,0.0,0.0,0.0,0.017391304347826087,0.0,0.05217391304347826,0.017391304347826087,0.08695652173913043,0.22608695652173913,0.09565217391304348,0.017391304347826087,0.14782608695652175,0.0782608695652174,0.0782608695652174,0.8181818181818182,0.043478260869565216,0.5130434782608696,0.2608695652173913,0.0174,0.2087,0.28695652173913044,0.24347826086956523,0.008695652173913044,0.5043478260869565,0.13043478260869565,0.017391304347826087,0.11304347826086956,0,0.10434782608695652,0,0.0435,0.0,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.0,7.46,0.9235,80.0,2.278,89.5037,0.1057,0.8125,0.02608695652173913,0.5652,0.0,0.0,0.0,0.3826,436.3821739130435,0.05217391304347826,0.0782608695652174,'bmm'
58.5714,6.4537,17.6111,8.7505,317.0,0.0,0.002857142857142857,0.0657,2.354285714285714,0.10571428571428572,5.142857142857143,3.142857142857143,0.0,0.2857142857142857,0.005714285714285714,0.03428571428571429,0.011428571428571429,0.06857142857142857,0.04857142857142857,0.054285714285714284,0.21428571428571427,0.11428571428571428,0.025714285714285714,0.11142857142857143,0.04857142857142857,0.09142857142857143,0.8,0.08571428571428572,0.4714285714285714,0.21714285714285714,0.0114,0.0943,0.1457142857142857,0.38,0.005714285714285714,0.4057142857142857,0.2257142857142857,0,0.11714285714285715,0.002857142857142857,0.09428571428571429,0,0.0971,0.029411764705882353,0.11764705882352941,0.058823529411764705,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.058823529411764705,0.029411764705882353,0.17647058823529413,0.2647058823529412,10.9577,0.9087,205.0,2.494,92.549,0.1039,0.7902,0.08285714285714285,0.4629,0.008571428571428572,0.014285714285714285,0.02,0.3543,447.95247142857136,0.03142857142857143,0.05142857142857143,'gnem'
54.2308,6.2908,23.0,8.6948,115.0,14.0,0.007692307692307693,0.0731,2.1846153846153844,0.11538461538461539,3.8461538461538463,3.8461538461538463,0.0,3.4615384615384617,0.0,0.03461538461538462,0.0,0.046153846153846156,0.06923076923076923,0.09230769230769231,0.1576923076923077,0.11923076923076924,0.03461538461538462,0.12692307692307692,0.03461538461538462,0.08846153846153847,0.7419354838709677,0.07307692307692308,0.4307692307692308,0.24615384615384617,0.0038,0.1115,0.19615384615384615,0.28846153846153844,0,0.3269230769230769,0.23076923076923078,0.0038461538461538464,0.08461538461538462,0.015384615384615385,0.04230769230769231,0,0.0808,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.19047619047619047,0.7142857142857143,8.7444,0.89,141.0,2.3767,72.9012,0.1171,0.7305,0.046153846153846156,0.3962,0.015384615384615385,0.03461538461538462,0.05,0.3885,433.6105192307692,0.04230769230769231,0.046153846153846156,'jc'
63.8743,5.8361,20.5,6.8374,54.6667,11.7284,0.015706806282722512,0.0838,2.183246073298429,0.17277486910994763,4.18848167539267,8.37696335078534,0.0,0.5235602094240838,0.0,0.02617801047120419,0.041884816753926704,0.06806282722513089,0.031413612565445025,0.05235602094240838,0.20418848167539266,0.09947643979057591,0.020942408376963352,0.06282722513089005,0.05235602094240838,0.06806282722513089,0.6842105263157895,0.07329842931937172,0.46596858638743455,0.20418848167539266,0.0052,0.1204,0.2670157068062827,0.29842931937172773,0.005235602094240838,0.44502617801047123,0.18848167539267016,0,0.07329842931937172,0.020942408376963352,0.05235602094240838,0,0.1099,0.047619047619047616,0.14285714285714285,0.047619047619047616,0.09523809523809523,0.047619047619047616,0.0,0.047619047619047616,0.0,0.2857142857142857,0.2857142857142857,8.8276,0.9147,122.0,2.3722,88.7864,0.1061,0.7541,0.05759162303664921,0.4817,0.020942408376963352,0.02617801047120419,0.031413612565445025,0.3089,433.48979057591623,0.020942408376963352,0.1256544502617801,'sdjme'
67.5159,6.5943,20.4286,7.0884,143.0,0.0,0.006369426751592357,0.051,2.3503184713375798,0.14012738853503184,4.45859872611465,4.45859872611465,0.0,0.0,0.0,0.01910828025477707,0.0,0.05732484076433121,0.050955414012738856,0.08280254777070063,0.2356687898089172,0.12738853503184713,0.03184713375796178,0.12101910828025478,0.025477707006369428,0.08280254777070063,0.65,0.044585987261146494,0.5159235668789809,0.2356687898089172,0.0191,0.1529,0.3375796178343949,0.2484076433121019,0,0.2929936305732484,0.3503184713375796,0,0.05732484076433121,0,0.044585987261146494,0,0.0382,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,8.4597,0.9223,106.0,2.3468,93.8971,0.1032,0.7925,0.050955414012738856,0.535,0.006369426751592357,0.006369426751592357,0.006369426751592357,0.3503,447.6202229299363,0.012738853503184714,0.06369426751592357,'bmm'
56.7669,6.0464,21.9091,11.9427,80.3333,60.5769,0.011278195488721804,0.0639,2.2030075187969924,0.12030075187969924,3.007518796992481,1.8796992481203008,0.37593984962406013,2.6315789473684212,0.0,0.045112781954887216,0.011278195488721804,0.041353383458646614,0.03759398496240601,0.12030075187969924,0.21052631578947367,0.10902255639097744,0.03759398496240601,0.13157894736842105,0.045112781954887216,0.09022556390977443,0.8275862068965517,0.04887218045112782,0.45112781954887216,0.2744360902255639,0.015,0.1353,0.24060150375939848,0.2932330827067669,0.0037593984962406013,0.462406015037594,0.18796992481203006,0.007518796992481203,0.11278195488721804,0.0037593984962406013,0.09398496240601503,0.007518796992481203,0.0902,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.20833333333333334,0.375,9.2584,0.8986,151.0,2.4048,79.4336,0.1122,0.7616,0.04887218045112782,0.4323,0.011278195488721804,0.02631578947368421,0.03007518796992481,0.4286,435.17509398496236,0.05639097744360902,0.03383458646616541,'jc'
56.8254,6.1173,18.6667,18.4343,23.3333,16.3775,0.0380952380952381,0.0667,2.3682539682539683,0.12380952380952381,3.1746031746031744,4.444444444444445,0.0,0.9523809523809523,0.006349206349206349,0.09206349206349207,0.0761904761904762,0.04126984126984127,0.02857142857142857,0.09841269841269841,0.23174603174603176,0.11428571428571428,0.022222222222222223,0.07936507936507936,0.04126984126984127,0.04126984126984127,0.3611111111111111,0.06349206349206349,0.49206349206349204,0.25396825396825395,0.0159,0.0762,0.3047619047619048,0.22857142857142856,0.006349206349206349,0.46984126984126984,0.1365079365079365,0,0.07301587301587302,0.009523809523809525,0.05396825396825397,0,0.0984,0.1935483870967742,0.0967741935483871,0.03225806451612903,0.16129032258064516,0.0,0.06451612903225806,0.0967741935483871,0.0,0.16129032258064516,0.1935483870967742,10.0855,0.9018,179.0,2.4513,84.4708,0.1088,0.7654,0.05714285714285714,0.4349,0.015873015873015872,0.022222222222222223,0.02857142857142857,0.3492,449.1409523809524,0.02857142857142857,0.08888888888888889,'td'
61.5079,6.4258,17.1538,14.7536,55.75,56.6938,0.015873015873015872,0.0635,2.4047619047619047,0.1349206349206349,3.9682539682539684,4.761904761904762,0.0,1.5873015873015872,0.0,0.08333333333333333,0.047619047619047616,0.07142857142857142,0.023809523809523808,0.07539682539682539,0.21031746031746032,0.10317460317460317,0.01984126984126984,0.0992063492063492,0.06746031746031746,0.06349206349206349,0.6153846153846154,0.0992063492063492,0.4444444444444444,0.24603174603174602,0.0079,0.1071,0.30158730158730157,0.26587301587301587,0.003968253968253968,0.4007936507936508,0.24603174603174602,0.015873015873015872,0.07936507936507936,0.007936507936507936,0.06746031746031746,0,0.1032,0.07692307692307693,0.0,0.07692307692307693,0.19230769230769232,0.0,0.07692307692307693,0.0,0.0,0.3076923076923077,0.2692307692307692,9.7641,0.9121,155.0,2.4287,90.7602,0.105,0.8,0.05555555555555555,0.4921,0.011904761904761904,0.015873015873015872,0.015873015873015872,0.3532,452.21744047619046,0.07142857142857142,0.06349206349206349,'sdjme'
56.7059,6.4066,16.8571,9.4933,50.5714,46.2041,0.01647058823529412,0.0612,2.244705882352941,0.1011764705882353,4.470588235294118,3.764705882352941,0.0,4.470588235294118,0.01411764705882353,0.06352941176470588,0.01411764705882353,0.04470588235294118,0.021176470588235293,0.07764705882352942,0.24235294117647058,0.08,0.011764705882352941,0.07294117647058823,0.04470588235294118,0.06823529411764706,0.8529411764705882,0.10823529411764705,0.43529411764705883,0.2023529411764706,0.0141,0.0871,0.2964705882352941,0.25882352941176473,0.002352941176470588,0.43529411764705883,0.18352941176470589,0.002352941176470588,0.07764705882352942,0.004705882352941176,0.047058823529411764,0,0.0729,0.03225806451612903,0.06451612903225806,0.03225806451612903,0.16129032258064516,0.06451612903225806,0.03225806451612903,0.0,0.03225806451612903,0.12903225806451613,0.45161290322580644,11.6902,0.9063,241.0,2.5312,93.149,0.1036,0.805,0.0988235294117647,0.4565,0.004705882352941176,0.011764705882352941,0.018823529411764704,0.2965,438.6774117647059,0.042352941176470586,0.09411764705882353,'bmm'
57.5472,6.1475,38.2,19.1666,191.0,0.0,0.0047169811320754715,0.0991,2.2735849056603774,0.13679245283018868,1.8867924528301887,4.716981132075472,0.0,0.4716981132075472,0.018867924528301886,0.009433962264150943,0.0,0.05660377358490566,0.014150943396226415,0.12264150943396226,0.22169811320754718,0.10377358490566038,0.009433962264150943,0.12735849056603774,0.06132075471698113,0.04716981132075472,0.45454545454545453,0.08018867924528301,0.46226415094339623,0.28773584905660377,0.0047,0.1274,0.25,0.3018867924528302,0.0047169811320754715,0.4811320754716981,0.15566037735849056,0.014150943396226415,0.07547169811320754,0.009433962264150943,0.06132075471698113,0,0.066,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.14285714285714285,8.379,0.8968,122.0,2.3493,74.9147,0.1155,0.6803,0.05188679245283019,0.3915,0.0047169811320754715,0.009433962264150943,0.02358490566037736,0.3962,441.15634433962265,0.0330188679245283,0.03773584905660377,'pdje'
58.5635,6.1887,28.3333,13.3,42.5,5.2202,0.022099447513812154,0.0994,2.2430939226519335,0.14917127071823205,3.314917127071823,4.972375690607735,0.0,0.0,0.0,0.09392265193370165,0.022099447513812154,0.06077348066298342,0.04419889502762431,0.08839779005524862,0.2265193370165746,0.13812154696132597,0.0055248618784530384,0.11049723756906077,0.055248618784530384,0.055248618784530384,0.39999999999999997,0.03314917127071823,0.5248618784530387,0.281767955801105,0.0276,0.105,0.2541436464088398,0.30386740331491713,0.011049723756906077,0.40331491712707185,0.22099447513812154,0,0.07734806629834254,0,0.06077348066298342,0,0.0994,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,7.8789,0.8971,106.0,2.3145,72.8667,0.1171,0.6981,0.055248618784530384,0.4088,0.0055248618784530384,0.011049723756906077,0.027624309392265192,0.4088,438.5670994475138,0.049723756906077346,0.022099447513812154,'ve'
