DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,TamanhoDocumento,Virgulas,PontoEVirgula,Exclamacoes,DoisPontos,Travessao,E,Mas,Porem,Se,Isto,Mais,Precisa,Pode,Esse,Muito,FreqAdjetivos,FreqAdv,FreqArt,FreqSubs,FreqPrep,FreqVerbos,FreqConj,FreqPronomes,TermosNaoTageados,Classe(Autor)
57.74647887323944,6.113821138211383,37.2,17.31357848626332,186.0,1214,4.694835680751174,0.9389671361502347,0.0,0.4694835680751174,0.0,1.4084507042253518,0.4694835680751174,0.0,0.0,0.0,0.9389671361502347,0.4694835680751174,0.0,0.0,0.0,0.07511737089201878,0.028169014084507043,0.12206572769953053,0.2112676056338028,0.09389671361502347,0.1267605633802817,0.061032863849765265,0.03755868544600939,0.1643192488262911,'DJE'
58.37837837837838,6.138888888888888,28.16666666666667,12.667763110439914,169.0,1074,4.864864864864865,0.0,0.0,0.0,0.0,1.6216216216216215,0.0,0.0,1.6216216216216215,0.0,1.0810810810810811,0.0,0.5405405405405406,0.0,0.0,0.04324324324324325,0.054054054054054064,0.08648648648648649,0.2432432432432433,0.11351351351351352,0.0972972972972973,0.05945945945945946,0.04864864864864865,0.17297297297297298,'VE'
53.48837209302325,6.797101449275362,33.42857142857143,16.893423427536554,234.0,1488,6.2015503875969005,0.0,0.0,0.0,0.0,1.937984496124031,0.0,0.0,0.0,0.0,0.7751937984496124,0.0,0.0,0.0,0.3875968992248062,0.05426356589147287,0.034883720930232565,0.1124031007751938,0.2131782945736434,0.1124031007751938,0.12403100775193797,0.08139534883720931,0.034883720930232565,0.13565891472868216,'SDFI'
45.33479692645445,7.530266343825666,34.625,13.403396646621582,831.0,5585,6.0373216245883645,0.0,0.0,0.0,0.0,3.402854006586169,0.1097694840834248,0.2195389681668496,0.4390779363336992,0.1097694840834248,0.1097694840834248,0.0,0.0,0.0,0.1097694840834248,0.07683863885839738,0.04171240395170143,0.10757409440175633,0.2239297475301866,0.10757409440175633,0.10428100987925357,0.07025246981339188,0.054884742041712405,0.12403951701427005,'SDFI'
44.303797468354425,6.417142857142857,29.66666666666667,14.550677723811429,356.0,2280,5.316455696202532,0.5063291139240507,0.2531645569620253,0.0,0.0,2.5316455696202533,0.5063291139240507,0.0,1.2658227848101269,0.0,0.0,0.0,0.0,0.0,0.0,0.022784810126582282,0.045569620253164564,0.11645569620253166,0.1620253164556962,0.08354430379746837,0.1341772151898734,0.09620253164556962,0.06835443037974684,0.18227848101265826,'DJE'
50.31645569620254,6.528301886792453,19.5,7.688116990339237,273.0,1730,6.329113924050633,0.0,0.0,2.2151898734177213,0.0,2.5316455696202533,0.0,0.3164556962025317,1.2658227848101269,0.0,0.6329113924050633,0.0,0.0,0.0,0.0,0.0379746835443038,0.05063291139240506,0.1139240506329114,0.18670886075949367,0.0759493670886076,0.12025316455696206,0.08860759493670886,0.04113924050632911,0.17088607594936708,'JC'
52.65486725663718,6.836134453781513,26.86666666666667,14.403086089060528,403.0,2685,4.424778761061948,1.327433628318584,0.0,0.4424778761061947,0.0,3.31858407079646,0.8849557522123894,0.0,0.6637168141592921,0.0,0.22123893805309736,0.0,0.4424778761061947,0.0,0.0,0.033185840707964605,0.050884955752212385,0.07964601769911504,0.17256637168141592,0.09734513274336284,0.1172566371681416,0.08849557522123894,0.07079646017699115,0.18584070796460175,'SDFI'
69.23076923076923,5.679012345679013,26.75,14.113380176272445,107.0,655,5.128205128205129,0.0,0.0,0.0,0.0,2.5641025641025643,0.0,0.0,0.8547008547008547,0.0,0.0,0.0,0.8547008547008547,0.0,0.0,0.034188034188034185,0.017094017094017096,0.08547008547008547,0.20512820512820512,0.09401709401709403,0.13675213675213674,0.09401709401709403,0.06837606837606837,0.1623931623931624,'BMM'
57.70308123249299,6.432038834951456,17.777777777777782,8.935295528007986,320.0,2113,3.0812324929971986,0.2801120448179272,0.0,0.2801120448179272,0.2801120448179272,1.680672268907563,0.0,0.0,0.2801120448179272,0.0,1.1204481792717087,0.0,0.5602240896358543,0.0,0.0,0.05322128851540616,0.0700280112044818,0.05322128851540616,0.17086834733893558,0.09243697478991596,0.12885154061624648,0.050420168067226885,0.0784313725490196,0.21288515406162464,'GM'
54.40613026819923,6.26056338028169,22.9,8.572630868059116,229.0,1473,3.8314176245210727,0.3831417624521073,0.0,3.4482758620689653,0.0,1.1494252873563218,0.0,0.0,0.3831417624521073,0.0,2.681992337164751,0.0,0.0,0.0,0.3831417624521073,0.03448275862068965,0.06513409961685822,0.09195402298850576,0.14942528735632185,0.1111111111111111,0.13409961685823754,0.06130268199233716,0.06513409961685822,0.19923371647509575,'JC'
64.24870466321244,5.766129032258066,20.5,6.5383484153110105,164.0,1056,8.290155440414507,0.0,0.0,0.5181347150259067,0.0,2.0725388601036268,0.0,0.0,0.0,0.0,0.5181347150259067,0.0,0.0,0.5181347150259067,0.0,0.056994818652849735,0.046632124352331605,0.05181347150259067,0.17616580310880828,0.08808290155440414,0.08290155440414508,0.031088082901554407,0.08290155440414508,0.20725388601036268,'SDJME'
67.51592356687898,6.59433962264151,20.428571428571427,7.088363560031588,143.0,983,4.4585987261146505,0.0,0.0,0.0,0.0,1.2738853503184713,0.0,0.0,0.0,0.0,2.5477707006369426,0.0,0.0,0.0,0.0,0.044585987261146494,0.07006369426751592,0.08280254777070062,0.17834394904458598,0.12101910828025478,0.10828025477707008,0.025477707006369428,0.07643312101910828,0.20382165605095545,'BMM'
56.66666666666666,6.0,22.272727272727273,11.977941157818623,245.0,1468,1.851851851851852,0.0,0.3703703703703704,2.592592592592593,0.0,2.2222222222222223,0.0,0.0,0.7407407407407407,0.0,0.7407407407407407,0.0,0.3703703703703704,0.0,0.0,0.037037037037037035,0.037037037037037035,0.11851851851851852,0.17777777777777778,0.1037037037037037,0.15185185185185185,0.1037037037037037,0.025925925925925925,0.1814814814814815,'JC'
